120 357
1 2
1 14
1 24
2 3
2 118
3 4
3 9
3 40
3 47
3 90
3 95
4 5
4 16
4 30
4 81
4 100
4 111
5 6
5 73
5 78
6 7
6 18
6 24
6 25
6 55
6 97
7 8
7 11
7 86
7 91
7 101
8 9
8 28
8 30
8 101
9 10
9 47
9 48
9 79
10 11
10 41
10 65
10 112
11 12
11 62
11 88
11 117
12 13
12 29
12 34
12 59
12 86
13 14
13 82
14 15
14 17
14 19
14 24
14 37
14 40
14 43
14 49
14 66
14 90
14 104
15 16
15 53
15 77
15 89
16 17
16 18
16 50
16 99
16 112
17 18
17 21
17 50
17 107
18 19
18 32
18 45
18 54
18 117
19 20
19 52
19 59
19 113
20 21
20 73
20 78
20 104
21 22
21 86
21 95
21 96
21 117
22 23
22 72
22 89
22 91
22 98
23 24
23 30
23 31
23 41
23 97
24 25
24 48
24 60
24 73
24 85
24 106
24 120
25 26
25 41
25 76
26 27
26 29
26 114
26 119
27 28
27 31
27 66
28 29
28 30
28 37
28 81
29 30
29 74
29 83
30 31
30 43
30 48
30 80
31 32
31 61
31 80
31 88
31 119
32 33
32 38
32 83
33 34
33 81
33 111
33 115
34 35
34 49
34 79
34 82
34 104
35 36
35 53
35 100
35 119
36 37
36 74
36 99
36 113
37 38
37 54
37 56
37 62
37 81
37 84
38 39
38 50
38 69
38 85
39 40
39 75
39 101
39 114
40 41
40 96
41 42
41 49
41 54
41 60
41 64
41 117
41 118
42 43
42 63
42 106
42 113
43 44
43 55
43 57
43 68
43 72
43 112
44 45
44 47
44 65
44 66
44 78
44 85
44 86
44 105
45 46
45 78
45 98
46 47
46 64
46 66
47 48
47 51
47 62
47 70
47 74
48 49
48 105
49 50
49 80
49 86
49 89
49 119
50 51
51 52
51 89
52 53
52 69
52 95
53 54
53 103
54 55
54 72
54 113
54 116
55 56
55 66
56 57
56 68
56 117
57 58
58 59
58 103
59 60
59 67
59 69
59 77
60 61
60 63
60 91
61 62
61 63
61 78
61 107
62 63
63 64
64 65
64 102
65 66
66 67
66 105
67 68
67 90
67 100
68 69
68 89
68 116
69 70
70 71
71 72
71 82
71 100
72 73
72 101
72 105
72 111
72 117
73 74
73 90
74 75
74 100
74 104
74 116
75 76
76 77
76 82
76 87
76 94
77 78
77 91
77 104
78 79
78 101
78 103
79 80
80 81
80 96
80 102
81 82
81 84
81 95
82 83
83 84
83 104
83 110
83 113
84 85
84 89
84 112
85 86
86 87
86 110
87 88
87 100
87 116
88 89
88 109
89 90
90 91
91 92
91 106
92 93
93 94
94 95
94 119
95 96
95 113
95 116
96 97
96 113
97 98
97 119
98 99
99 100
99 106
100 101
101 102
101 110
102 103
103 104
103 108
103 118
104 105
104 108
105 106
106 107
106 117
107 108
108 109
109 110
110 111
110 115
111 112
112 113
113 114
113 117
114 115
115 116
116 117
117 118
118 119
119 120
