100 248
1 2
1 40
1 45
2 3
2 64
3 4
3 28
3 61
3 62
3 81
4 5
4 66
4 74
4 78
4 93
5 6
5 54
5 72
6 7
6 13
6 39
6 54
6 94
7 8
7 18
7 24
8 9
8 56
9 10
9 37
9 49
9 65
9 68
9 90
10 11
10 20
10 32
10 49
10 71
11 12
11 13
11 42
11 73
11 84
12 13
12 36
12 65
13 14
13 16
14 15
14 24
14 58
14 71
15 16
15 74
15 77
16 17
16 41
16 80
17 18
17 57
17 79
17 94
17 96
18 19
18 58
19 20
19 42
19 54
20 21
20 33
20 96
20 99
21 22
21 23
21 65
21 99
22 23
22 63
23 24
23 54
24 25
24 57
24 81
25 26
25 98
26 27
26 31
26 60
27 28
27 32
27 36
27 86
28 29
28 38
28 81
29 30
29 45
29 82
30 31
30 35
30 95
31 32
31 56
32 33
32 50
32 68
33 34
33 50
33 59
33 69
33 77
34 35
35 36
35 54
35 78
35 98
36 37
36 70
36 86
37 38
37 67
38 39
38 77
38 78
39 40
39 43
39 90
40 41
40 94
40 96
41 42
41 47
41 95
42 43
42 65
43 44
43 51
43 52
43 71
44 45
45 46
45 51
45 56
46 47
46 52
46 55
47 48
47 82
47 97
48 49
48 56
48 82
48 90
48 91
49 50
49 80
49 97
50 51
50 94
51 52
51 77
51 84
52 53
52 54
52 55
52 58
52 74
52 87
53 54
53 86
53 87
54 55
54 75
55 56
56 57
57 58
57 78
58 59
58 85
59 60
59 81
60 61
61 62
62 63
62 72
62 74
62 88
63 64
63 74
63 82
63 98
64 65
64 71
64 93
65 66
65 71
65 85
65 91
66 67
66 81
66 100
67 68
67 75
67 91
68 69
69 70
69 77
70 71
70 87
71 72
72 73
73 74
74 75
74 94
75 76
75 89
75 92
76 77
76 89
77 78
77 92
78 79
79 80
80 81
80 90
80 98
81 82
82 83
82 99
83 84
84 85
84 97
85 86
86 87
87 88
88 89
89 90
90 91
91 92
92 93
93 94
94 95
95 96
96 97
97 98
98 99
99 100
