100 1485
1 2
1 7
1 24
1 43
1 58
1 68
1 73
1 78
1 79
1 81
1 87
1 88
1 92
1 93
1 97
1 98
2 3
2 5
2 12
2 17
2 18
2 19
2 25
2 26
2 27
2 32
2 35
2 39
2 43
2 46
2 47
2 48
2 52
2 63
2 64
2 66
2 74
2 76
2 79
2 90
2 94
2 95
2 97
2 98
3 4
3 5
3 8
3 13
3 15
3 18
3 32
3 33
3 34
3 38
3 48
3 54
3 56
3 60
3 61
3 68
3 71
3 81
3 82
3 83
3 86
3 87
3 89
3 91
3 92
3 93
4 5
4 9
4 11
4 12
4 13
4 15
4 16
4 17
4 20
4 22
4 23
4 24
4 28
4 30
4 31
4 37
4 38
4 42
4 47
4 52
4 55
4 58
4 62
4 63
4 66
4 68
4 70
4 72
4 79
4 80
4 83
4 90
4 91
4 94
4 95
4 99
5 6
5 7
5 9
5 10
5 11
5 13
5 25
5 26
5 28
5 29
5 31
5 32
5 34
5 37
5 42
5 44
5 45
5 49
5 63
5 69
5 73
5 75
5 77
5 84
5 93
5 94
5 95
6 7
6 9
6 10
6 12
6 15
6 20
6 22
6 26
6 27
6 29
6 31
6 32
6 33
6 42
6 46
6 47
6 50
6 52
6 63
6 66
6 74
6 79
6 81
6 83
6 84
6 91
6 94
6 95
6 96
6 97
6 99
7 8
7 12
7 15
7 16
7 18
7 21
7 23
7 25
7 30
7 36
7 37
7 38
7 39
7 42
7 45
7 46
7 58
7 59
7 60
7 62
7 66
7 72
7 76
7 81
7 84
7 89
8 9
8 15
8 25
8 26
8 27
8 35
8 37
8 39
8 47
8 50
8 52
8 56
8 57
8 60
8 62
8 64
8 65
8 80
8 81
8 89
8 94
9 10
9 15
9 17
9 19
9 22
9 25
9 33
9 34
9 36
9 38
9 43
9 46
9 55
9 57
9 58
9 67
9 68
9 69
9 71
9 72
9 73
9 78
9 82
9 83
9 86
9 89
9 95
9 96
9 97
9 98
10 11
10 16
10 17
10 19
10 25
10 31
10 33
10 35
10 37
10 41
10 44
10 47
10 49
10 50
10 53
10 60
10 62
10 63
10 65
10 70
10 74
10 81
10 83
10 91
10 92
10 94
10 95
10 96
10 97
11 12
11 13
11 15
11 17
11 21
11 27
11 29
11 30
11 36
11 37
11 40
11 41
11 46
11 54
11 55
11 58
11 63
11 65
11 67
11 69
11 71
11 77
11 82
11 85
11 92
12 13
12 17
12 18
12 21
12 26
12 28
12 34
12 39
12 40
12 44
12 49
12 50
12 52
12 55
12 56
12 59
12 63
12 64
12 65
12 71
12 78
12 79
12 83
12 89
12 91
12 92
12 95
12 97
12 98
12 99
13 14
13 15
13 18
13 19
13 23
13 26
13 29
13 31
13 32
13 33
13 41
13 43
13 47
13 53
13 55
13 63
13 65
13 67
13 74
13 81
13 82
13 87
13 88
13 89
13 90
13 91
13 93
13 94
14 15
14 19
14 27
14 33
14 35
14 36
14 45
14 46
14 50
14 54
14 56
14 57
14 61
14 65
14 66
14 71
14 72
14 83
14 84
14 92
14 95
14 98
14 100
15 16
15 17
15 18
15 23
15 25
15 29
15 31
15 35
15 40
15 42
15 43
15 46
15 49
15 54
15 55
15 60
15 63
15 65
15 67
15 71
15 74
15 79
15 84
15 87
15 88
15 90
15 95
15 99
16 17
16 19
16 26
16 30
16 36
16 50
16 51
16 58
16 60
16 61
16 62
16 64
16 65
16 72
16 77
16 81
16 86
16 87
16 90
16 99
16 100
17 18
17 24
17 26
17 31
17 32
17 33
17 35
17 37
17 39
17 41
17 45
17 52
17 53
17 59
17 68
17 69
17 72
17 75
17 76
17 77
17 91
17 94
17 95
17 96
17 97
17 98
17 99
18 19
18 28
18 32
18 33
18 34
18 36
18 38
18 39
18 40
18 43
18 47
18 51
18 54
18 56
18 68
18 69
18 77
18 84
18 85
18 86
18 97
18 99
19 20
19 22
19 23
19 33
19 38
19 44
19 45
19 52
19 54
19 56
19 57
19 59
19 60
19 67
19 71
19 72
19 75
19 80
19 84
19 86
19 87
19 91
19 92
19 94
20 21
20 22
20 23
20 44
20 47
20 59
20 62
20 63
20 68
20 75
20 78
20 87
20 90
20 97
21 22
21 23
21 25
21 28
21 30
21 40
21 45
21 46
21 55
21 57
21 63
21 64
21 65
21 69
21 74
21 75
21 77
21 78
21 83
21 87
21 88
21 89
21 92
21 95
21 98
22 23
22 26
22 29
22 33
22 35
22 37
22 38
22 40
22 44
22 45
22 46
22 50
22 53
22 55
22 57
22 59
22 61
22 64
22 65
22 69
22 73
22 80
22 82
22 85
22 96
22 98
22 99
23 24
23 26
23 27
23 36
23 41
23 48
23 49
23 51
23 52
23 55
23 61
23 62
23 66
23 70
23 71
23 76
23 80
23 85
23 90
23 98
24 25
24 26
24 28
24 36
24 37
24 40
24 42
24 43
24 44
24 50
24 51
24 52
