50 123
1 2
1 10
1 14
1 34
1 43
2 3
2 12
3 4
3 14
3 30
3 35
3 42
3 43
4 5
4 7
4 9
4 32
4 46
5 6
5 38
6 7
6 11
6 17
6 30
7 8
7 25
7 27
7 35
7 38
8 9
8 22
8 40
9 10
9 11
9 17
9 18
9 42
9 47
9 49
10 11
10 17
10 32
10 37
11 12
12 13
12 21
12 23
12 28
12 45
13 14
13 43
14 15
14 36
15 16
15 27
16 17
16 48
17 18
17 37
17 46
17 47
17 49
18 19
18 49
19 20
19 21
19 24
19 46
20 21
21 22
21 42
22 23
22 28
22 40
22 50
23 24
23 28
24 25
24 34
24 46
25 26
25 34
26 27
26 36
26 41
27 28
27 37
27 43
27 44
28 29
29 30
30 31
30 38
31 32
31 44
32 33
32 45
32 48
33 34
33 39
33 46
34 35
34 45
35 36
36 37
36 45
37 38
37 46
37 48
38 39
39 40
40 41
40 45
41 42
41 43
42 43
43 44
44 45
45 46
46 47
47 48
48 49
49 50
